Employee_ID,Age,Attrition,Business_Travel,Department,Distance_From_Home,Education,Environment_Satisfaction,Gender,Salary,Job_Involvement,Job_Level,Job_Role,Job_Satisfaction,Marital_Status,Number_of_Companies_Worked_previously,Overtime,Salary_Hike_in_percent,Total_working_years_experience,Work_life_balance,No_of_years_worked_at_current_company,No_of_years_in_current_role,Years_since_last_promotion
4833,29,No,Travel Rarely,IT Services,12,Graduation,2,MALE,73087,5,3,Support,1,Married,3,No,12,9,2,7,2,2
8659,33,Yes,Travel Frequently,Data Science,40,PhD,1,female,84100,1,2,Support,3,Married,10,No,79,9,3,4,0,6
8874,51,No,Travel Rarely,Data Science,3,PhD,3,female,172876,3,8,Software Engineer,1,Divorced,10,No,0,8,3,1,2,3
4542,63,No,Travel Frequently,Cyber Security,4,Degree,5,FEMALE,181793,2,2,IT,3,Divorced,1,Yes,28,14,2,7,1,0
3258,23,No,No Travel,Software Development,44,Graduation,4,MALE,137496,1,4,Developer,3,Married,1,No,8,15,3,4,1,3
6338,52,No,Travel Rarely,Network Administration,23,Degree,5,FEMALE,143417,1,5,Consultant,3,Married,0,Yes,12,9,4,1,8,4
7507,27,No,Travel Rarely,Data Science,37,Degree,4,female,157582,4,7,Technician,4,Divorced,2,No,56,9,4,10,1,3
4403,45,No,No Travel,IT Services,8,Graduation,3,female,114224,1,8,QA Analyst,5,Married,4,Yes,73,8,4,4,1,1
8453,41,No,Travel Rarely,Software Development,50,Master's,5,FEMALE,38113,5,2,QA Analyst,3,Divorced,5,No,71,20,2,1,4,0
1145,52,Yes,Travel Rarely,Software Development,20,Graduation,2,male,143027,1,2,Software Engineer,2,Divorced,10,No,70,16,1,4,7,6
7787,23,No,Travel Rarely,Software Development,30,Graduation,3,female,91462,1,3,Support,2,Married,6,No,86,19,5,10,2,6
6561,62,No,Travel Rarely,Cyber Security,11,Graduation,3,FEMALE,61551,1,6,Support,1,Married,10,Yes,5,2,5,8,4,3
1431,25,No,No Travel,Software Development,17,Graduation,1,female,82523,5,5,IT,4,Single,0,No,76,17,1,0,4,5
8979,25,No,No Travel,IT Services,36,Degree,3,MALE,118712,1,2,QA Analyst,4,Single,7,No,50,12,4,5,7,1
4615,36,No,Travel Frequently,Data Science,12,Degree,3,MALE,190736,5,8,HR,5,Single,5,No,81,10,2,3,4,2
2844,48,No,Travel Rarely,Cyber Security,10,Degree,4,MALE,42528,2,6,QA Analyst,1,Married,6,No,74,7,2,3,5,4
534,53,No,Travel Rarely,Data Science,26,Degree,1,FEMALE,102509,4,2,Software Engineer,5,Single,8,Yes,72,2,1,6,6,7
3269,31,No,Travel Frequently,Cyber Security,49,PhD,2,male,181918,3,4,Business Analyst,4,Divorced,0,No,7,3,,3,8,7
1033,42,No,Travel Frequently,Network Administration,9,PhD,5,female,146370,1,6,Manager,1,Single,3,Yes,59,20,5,4,0,1
5986,48,Yes,Travel Rarely,Cyber Security,34,Degree,1,male,190811,5,7,Developer,2,Single,9,No,18,19,1,1,10,2
9180,60,Yes,No Travel,IT Services,36,Below College,1,male,153645,2,4,Software Engineer,4,Single,5,No,82,1,2,0,2,7
8629,40,No,Travel Rarely,IT Services,13,Graduation,4,male,122524,1,5,HR,1,Single,8,Yes,70,16,3,0,10,3
2016,56,Yes,Travel Rarely,Software Development,17,Master's,1,FEMALE,63201,1,1,Help Desk,4,Divorced,10,No,2,6,4,1,0,6
6742,35,No,Travel Rarely,Software Development,32,PhD,3,male,136979,3,1,Business Analyst,2,Married,5,Yes,86,15,4,3,9,5
3237,39,No,Travel Rarely,Software Development,20,Graduation,2,MALE,70125,3,6,Business Analyst,5,Divorced,8,No,50,5,4,7,4,2
6634,35,No,Travel Rarely,Cyber Security,37,Degree,2,male,157302,3,8,Developer,5,Single,4,No,52,9,1,3,2,4
6586,31,No,No Travel,Cyber Security,49,Graduation,2,MALE,118057,4,7,IT,1,Divorced,0,No,21,12,2,7,4,1
5368,55,No,Travel Rarely,Data Science,2,Master's,1,MALE,55742,3,5,Help Desk,4,Divorced,8,No,42,10,2,8,1,7
9276,21,Yes,No Travel,Data Science,45,Degree,4,male,145776,2,3,IT,1,Married,2,No,57,4,5,8,7,8
7106,57,No,Travel Frequently,Network Administration,38,Master's,3,male,93085,4,6,Director,4,Married,7,No,40,20,,3,2,4
3183,45,No,Travel Rarely,IT Services,12,Graduation,5,MALE,148733,2,6,Business Analyst,4,Married,1,Yes,0,14,1,0,8,6
7670,61,No,No Travel,Software Development,48,Master's,1,female,69339,4,5,IT,,Single,3,Yes,11,2,5,5,6,0
3666,56,No,Travel Frequently,Data Science,42,Master's,2,male,184855,3,3,IT,5,Single,4,No,12,2,3,3,1,4
7092,53,No,Travel Rarely,Cyber Security,20,Degree,1,MALE,197748,3,3,Business Analyst,4,Divorced,8,Yes,78,7,4,1,0,1
902,59,No,No Travel,Software Development,43,Graduation,3,MALE,181167,3,1,Consultant,1,Divorced,5,No,71,8,4,3,10,7
7218,56,Yes,Travel Frequently,Data Science,37,PhD,3,male,79729,4,4,Technician,3,Single,5,Yes,89,20,1,0,0,8
8380,56,No,Travel Rarely,Network Administration,6,Degree,1,FEMALE,71245,3,8,Technician,3,Single,8,No,97,6,2,3,9,8
5172,33,No,Travel Rarely,Cyber Security,32,Graduation,4,female,38440,4,3,Developer,1,Divorced,10,No,1,14,2,2,8,3
9690,59,No,Travel Frequently,Software Development,9,Below College,5,female,72916,4,5,Technician,,Single,2,No,43,13,1,6,2,4
1247,27,No,Travel Rarely,IT Services,6,Degree,4,MALE,206006,1,2,Manager,1,Married,2,No,69,5,5,2,6,8
844,47,No,Travel Rarely,Network Administration,26,Master's,4,FEMALE,38114,3,3,Business Analyst,1,Married,5,Yes,49,3,5,2,4,5
4194,34,No,Travel Frequently,Software Development,26,Degree,4,male,74782,5,7,Help Desk,2,Married,8,Yes,69,15,2,5,3,5
684,58,No,Travel Rarely,Data Science,25,Degree,4,MALE,67283,1,3,Technician,5,Single,6,No,43,14,4,5,7,8
4972,26,No,Travel Frequently,Network Administration,25,Degree,1,FEMALE,37525,3,1,Technician,4,Divorced,7,No,21,0,5,4,5,0
9650,39,Yes,Travel Rarely,Software Development,22,Graduation,4,female,,5,7,Help Desk,3,Married,0,No,73,6,3,10,3,7
1843,49,No,Travel Frequently,Cyber Security,19,Degree,3,female,142857,5,5,HR,5,Married,3,No,83,8,1,8,9,5
9913,26,Yes,Travel Rarely,Data Science,16,Graduation,4,FEMALE,76530,2,1,Business Analyst,3,Married,10,No,34,8,1,0,6,4
3453,60,Yes,Travel Rarely,Network Administration,21,Master's,2,MALE,37741,2,8,Help Desk,4,Married,3,Yes,53,5,1,2,3,3
1998,37,No,Travel Rarely,IT Services,44,Master's,2,FEMALE,172754,1,8,Consultant,5,Married,4,No,26,1,1,7,8,1
1361,52,No,Travel Rarely,Software Development,33,Graduation,2,female,94287,4,6,IT,2,Married,2,No,76,4,4,2,1,0
5109,25,No,Travel Rarely,Cyber Security,41,Below College,5,male,44384,1,2,Business Analyst,1,Divorced,1,Yes,31,12,1,5,9,6
6872,44,No,Travel Rarely,Network Administration,33,Degree,4,male,204058,3,8,Director,1,Divorced,4,No,29,20,1,2,8,3
6400,55,No,No Travel,Cyber Security,40,Master's,5,male,,3,8,HR,5,Married,6,No,71,0,1,1,7,1
99,28,No,No Travel,Network Administration,3,Graduation,4,MALE,192936,5,2,Help Desk,1,Single,2,Yes,95,1,4,0,5,5
9528,37,Yes,Travel Frequently,Cyber Security,36,Degree,3,female,166965,5,4,Software Engineer,3,Divorced,9,Yes,7,4,4,2,3,7
7534,36,No,Travel Rarely,Network Administration,6,Graduation,5,female,98554,5,6,QA Analyst,3,Single,5,Yes,13,1,5,3,6,0
549,34,No,Travel Frequently,Software Development,31,Graduation,2,FEMALE,176056,3,4,Developer,3,Divorced,6,Yes,98,17,1,10,10,0
1091,28,No,No Travel,Software Development,8,PhD,1,female,166099,5,3,Software Engineer,5,Single,10,No,61,3,1,9,7,2
2993,25,No,Travel Frequently,IT Services,36,Master's,5,FEMALE,51538,4,4,Business Analyst,5,Divorced,3,Yes,35,18,4,10,8,4
8109,21,Yes,Travel Frequently,Network Administration,38,Below College,3,MALE,41464,2,1,Software Engineer,1,Single,6,No,79,10,1,10,5,2
8735,32,No,Travel Rarely,Software Development,4,Graduation,5,female,76834,2,7,Software Engineer,3,Divorced,9,Yes,5,12,5,5,9,5
5194,27,No,Travel Rarely,Cyber Security,39,Graduation,2,female,37352,5,6,Manager,5,Divorced,5,No,2,2,4,10,0,5
5620,43,No,Travel Frequently,Cyber Security,47,Master's,5,female,108028,4,8,Software Engineer,1,Divorced,4,No,44,18,3,10,4,2
1267,37,No,Travel Frequently,Software Development,3,Graduation,1,FEMALE,74633,4,8,Consultant,1,Divorced,4,No,62,14,1,9,7,2
5286,44,No,Travel Rarely,Software Development,2,Graduation,2,MALE,,4,7,Support,2,Married,2,No,88,15,2,8,0,3
3698,35,No,Travel Rarely,IT Services,8,Graduation,1,female,166180,3,3,Technician,2,Single,8,No,33,1,3,9,6,2
9648,22,Yes,Travel Rarely,Network Administration,49,Graduation,4,FEMALE,76118,2,8,QA Analyst,5,Married,9,No,33,19,,2,8,5
8160,33,No,No Travel,Network Administration,17,Master's,5,female,191507,4,5,Consultant,2,Divorced,5,No,86,8,4,3,5,1
9943,47,No,No Travel,Cyber Security,46,Graduation,3,MALE,70223,3,2,Software Engineer,4,Single,2,Yes,90,16,1,3,10,8
4473,25,No,Travel Rarely,Network Administration,11,Below College,4,FEMALE,,4,2,Help Desk,4,Single,2,No,7,6,5,10,4,2
5247,36,No,Travel Rarely,IT Services,25,Graduation,4,FEMALE,185561,5,7,Technician,5,Married,10,No,36,10,5,7,10,2
7644,45,No,Travel Rarely,Network Administration,25,Degree,5,male,151864,4,1,HR,5,Married,2,Yes,85,8,3,6,2,7
7405,29,No,Travel Rarely,IT Services,15,Graduation,2,female,135284,2,6,Director,2,Single,2,No,77,11,2,10,4,0
394,39,No,Travel Rarely,Network Administration,30,Degree,4,male,57589,4,4,Help Desk,5,Married,10,No,19,16,3,3,3,8
930,23,No,No Travel,IT Services,18,Graduation,2,MALE,144353,3,2,QA Analyst,1,Divorced,7,No,50,18,1,4,8,3
6080,60,No,Travel Rarely,Cyber Security,19,Degree,3,MALE,69206,4,5,Director,4,Single,8,Yes,52,9,2,10,5,8
6222,38,No,Travel Rarely,Network Administration,21,Degree,5,FEMALE,86827,3,8,QA Analyst,1,Single,0,No,40,20,2,3,3,7
8348,50,Yes,Travel Rarely,Data Science,37,Below College,3,MALE,40994,1,8,Help Desk,1,Single,5,Yes,82,16,1,3,4,2
7768,55,No,Travel Rarely,Data Science,42,Degree,4,FEMALE,47266,2,3,Manager,3,Divorced,4,No,43,14,5,4,0,2
3824,52,No,Travel Frequently,IT Services,2,Below College,3,male,98810,3,1,HR,1,Married,4,No,100,0,1,8,8,0
8177,48,Yes,Travel Rarely,Network Administration,28,Graduation,2,FEMALE,145248,2,5,Developer,2,Single,7,Yes,27,16,1,1,2,7
6976,59,No,Travel Rarely,Cyber Security,49,Below College,3,MALE,142439,1,2,Business Analyst,2,Married,7,No,95,8,4,5,1,2
9743,37,No,Travel Rarely,Data Science,28,PhD,2,FEMALE,,4,7,Manager,5,Married,10,Yes,0,17,2,5,5,0
5347,61,No,Travel Rarely,Network Administration,43,Degree,2,MALE,166164,5,6,Business Analyst,1,Married,5,No,74,8,4,8,7,7
4658,58,No,Travel Rarely,Cyber Security,2,PhD,2,female,,5,5,Support,1,Single,7,No,35,16,1,2,10,7
3035,47,No,Travel Rarely,IT Services,11,Degree,3,female,189505,2,7,Software Engineer,2,Married,7,No,18,9,5,4,10,2
3589,33,No,Travel Rarely,Data Science,44,PhD,5,female,90818,2,5,Technician,1,Single,6,No,74,6,2,1,8,7
5749,45,Yes,No Travel,Data Science,4,Below College,2,male,151792,5,6,Business Analyst,5,Married,10,No,23,11,4,2,9,8
6808,36,No,No Travel,Cyber Security,23,Graduation,2,male,106043,3,6,Manager,4,Single,5,No,45,4,2,7,7,8
7738,54,No,Travel Frequently,Software Development,26,Graduation,5,MALE,127863,5,1,Director,5,Single,4,No,23,4,1,10,6,2
3643,55,Yes,Travel Rarely,Data Science,46,Master's,1,female,192130,1,1,Director,1,Divorced,4,Yes,8,3,5,6,1,4
4901,44,No,Travel Rarely,Data Science,49,Degree,4,male,56592,2,5,Manager,2,Divorced,1,No,35,3,4,6,1,7
2271,57,No,Travel Rarely,Network Administration,20,Degree,3,MALE,79903,3,2,Technician,3,Married,9,No,74,8,5,8,4,0
766,54,No,Travel Frequently,Software Development,18,Graduation,4,MALE,59766,1,7,Software Engineer,5,Single,1,No,59,5,5,0,6,5
3788,54,No,Travel Rarely,Cyber Security,46,Degree,3,FEMALE,93103,4,6,Director,4,Single,3,Yes,26,8,5,6,8,5
7899,44,No,Travel Rarely,Cyber Security,36,Degree,4,MALE,115454,3,6,Business Analyst,1,Married,5,No,10,20,5,3,6,4
3834,19,No,No Travel,IT Services,9,Degree,3,male,70082,3,4,HR,2,Married,7,Yes,11,0,2,5,5,4
6851,54,No,Travel Rarely,Cyber Security,16,Graduation,4,MALE,168067,4,7,Help Desk,4,Divorced,7,No,12,2,2,0,6,2
7467,47,Yes,No Travel,Cyber Security,11,PhD,2,female,69276,3,5,Business Analyst,5,Married,1,Yes,8,12,5,2,7,6
8243,31,No,No Travel,Network Administration,25,Below College,4,FEMALE,135734,4,5,Help Desk,3,Divorced,0,No,33,5,3,7,5,0
1232,52,No,Travel Rarely,Network Administration,4,Degree,5,male,80860,2,3,Help Desk,2,Divorced,4,No,81,3,3,7,1,6
426,43,No,No Travel,IT Services,41,Master's,1,MALE,207675,5,7,HR,3,Single,4,No,11,19,3,6,10,0
5798,49,Yes,Travel Rarely,Software Development,2,Master's,3,male,52945,4,4,IT,2,Divorced,4,No,74,12,4,4,1,6
7061,47,No,Travel Rarely,Data Science,17,Degree,5,male,66135,1,6,HR,1,Married,1,Yes,70,7,5,8,6,4
5068,32,No,No Travel,Network Administration,34,Master's,2,MALE,123141,5,8,Technician,1,Married,4,No,19,12,3,3,10,5
222,51,No,Travel Frequently,Network Administration,33,Graduation,3,female,144209,3,2,Technician,2,Married,0,Yes,62,3,5,6,1,1
8499,57,No,Travel Rarely,Network Administration,25,Below College,4,FEMALE,90540,5,3,Developer,1,Divorced,10,No,49,0,4,8,7,0
8325,25,Yes,Travel Rarely,Software Development,24,Graduation,1,FEMALE,129158,5,5,Help Desk,3,Married,3,No,28,1,1,5,7,1
4766,43,Yes,Travel Rarely,Network Administration,29,Degree,1,male,171894,1,6,Director,3,Divorced,4,Yes,36,2,5,10,1,8
6728,60,No,Travel Rarely,Data Science,32,Degree,5,FEMALE,33817,5,5,Support,2,Single,8,No,48,1,5,3,9,0
1550,52,No,Travel Rarely,Data Science,16,Master's,5,male,174798,4,5,Manager,2,Single,5,No,42,13,4,10,6,7
1687,29,Yes,No Travel,Cyber Security,37,PhD,1,FEMALE,85567,1,6,QA Analyst,4,Divorced,0,No,56,9,2,4,9,4
8211,50,No,Travel Rarely,Network Administration,15,Degree,5,FEMALE,66361,4,7,HR,1,Divorced,9,No,54,18,1,2,0,8
9782,60,No,Travel Frequently,Software Development,15,Graduation,4,FEMALE,136688,5,5,QA Analyst,5,Single,0,Yes,76,19,3,9,3,4
6240,41,Yes,Travel Rarely,Data Science,40,Master's,2,MALE,145274,5,6,QA Analyst,1,Married,3,Yes,5,6,1,8,4,7
8575,37,Yes,Travel Frequently,Network Administration,49,Degree,4,FEMALE,103005,1,8,Developer,1,Married,1,Yes,56,9,4,0,0,0
4763,32,No,Travel Rarely,Software Development,30,PhD,5,MALE,158956,1,1,Technician,4,Married,1,No,35,17,1,9,8,0
6532,22,Yes,Travel Frequently,Data Science,40,Master's,2,FEMALE,154492,2,5,QA Analyst,2,Divorced,9,No,54,17,5,10,8,4
3775,56,No,No Travel,Software Development,24,Master's,1,FEMALE,32115,4,6,Consultant,2,Single,3,No,74,11,4,8,1,1
3019,60,No,Travel Frequently,Data Science,34,Degree,3,female,111556,1,1,QA Analyst,2,Single,1,Yes,19,7,3,1,3,1
8542,55,Yes,Travel Rarely,Cyber Security,41,Degree,4,female,166153,1,2,IT,5,Married,10,No,35,2,2,6,7,3
3856,33,No,Travel Rarely,Software Development,41,Master's,1,FEMALE,161272,3,6,QA Analyst,4,Single,0,No,78,16,5,5,9,8
7544,27,Yes,No Travel,Cyber Security,50,Degree,2,FEMALE,158122,2,6,Software Engineer,1,Divorced,3,No,98,6,,7,7,1
9783,37,No,No Travel,Network Administration,40,Degree,2,female,122028,1,8,Support,5,Single,1,No,92,11,3,8,8,3
675,45,No,No Travel,Data Science,21,Master's,5,MALE,149892,3,7,IT,3,Married,10,No,83,9,5,7,5,0
3981,28,Yes,No Travel,Cyber Security,36,Graduation,1,male,86856,2,8,IT,1,Single,0,No,18,0,2,6,6,4
1003,25,No,Travel Frequently,Network Administration,17,Degree,4,FEMALE,84030,4,4,Manager,1,Married,9,No,87,9,5,1,1,1
6768,38,No,Travel Rarely,Data Science,18,Degree,2,MALE,119392,5,1,Technician,2,Married,2,No,87,10,4,6,9,1
8567,37,No,Travel Frequently,Software Development,20,Degree,4,female,172583,4,1,Manager,5,Married,5,No,59,9,1,4,9,3
3833,41,No,Travel Rarely,Network Administration,16,Degree,4,MALE,83802,4,8,HR,3,Married,0,No,14,19,,0,2,7
2617,19,Yes,Travel Rarely,IT Services,22,Graduation,2,female,110309,2,3,QA Analyst,1,Married,6,Yes,65,13,5,6,8,4
677,45,Yes,Travel Frequently,Network Administration,39,Master's,2,MALE,195040,2,6,Support,4,Married,10,Yes,89,17,1,9,10,6
7347,57,No,Travel Frequently,IT Services,33,Graduation,2,MALE,29134,5,7,Consultant,4,Married,9,Yes,2,20,5,8,4,4
6528,52,No,Travel Rarely,Network Administration,4,PhD,1,FEMALE,156026,2,3,Manager,1,Single,2,No,15,10,2,0,0,3
9499,35,No,No Travel,Network Administration,2,PhD,1,male,165269,1,3,Software Engineer,4,Divorced,0,No,49,16,4,6,5,0
2860,31,No,Travel Rarely,IT Services,48,Graduation,5,MALE,211253,4,6,Technician,4,Single,6,Yes,5,19,4,0,7,5
3414,51,No,Travel Rarely,IT Services,9,Degree,1,male,91879,1,3,Manager,3,Married,1,No,49,0,4,6,10,8
8024,33,No,No Travel,IT Services,50,Degree,3,female,73672,5,5,Manager,3,Single,0,No,41,19,,7,8,7
6253,43,No,No Travel,IT Services,1,Master's,4,male,127595,4,1,Consultant,4,Married,10,No,80,12,4,1,7,7
4224,26,No,Travel Rarely,Data Science,45,Below College,4,FEMALE,38653,4,2,Technician,5,Married,4,Yes,32,0,1,5,0,4
1379,42,Yes,Travel Rarely,Network Administration,36,Degree,2,female,159142,2,7,Consultant,2,Divorced,9,No,33,13,2,0,10,7
6688,38,No,Travel Rarely,Network Administration,44,Below College,3,MALE,138432,5,2,Help Desk,3,Married,6,Yes,17,18,5,4,10,3
8995,28,No,Travel Frequently,IT Services,1,Graduation,4,female,46240,4,8,Manager,2,Single,7,No,49,6,2,10,5,1
1131,38,No,Travel Rarely,Network Administration,9,Master's,2,male,126465,2,1,Business Analyst,1,Single,7,No,86,0,2,0,3,8
8261,29,No,Travel Rarely,Network Administration,30,Graduation,1,FEMALE,63153,3,2,Developer,5,Single,10,No,37,2,3,0,4,1
4907,22,No,Travel Rarely,Software Development,31,Graduation,2,MALE,51100,5,6,Support,4,Married,8,No,67,20,5,10,6,7
9910,21,No,Travel Rarely,Network Administration,23,Graduation,4,FEMALE,109102,3,8,Support,5,Married,5,No,95,16,1,7,7,4
226,33,No,Travel Rarely,IT Services,14,Graduation,5,MALE,117213,4,2,Manager,1,Married,9,Yes,97,15,5,10,7,5
5459,53,No,Travel Rarely,Data Science,16,Graduation,2,female,172583,5,6,HR,3,Single,10,No,35,18,3,8,10,6
9349,28,Yes,Travel Rarely,Network Administration,48,Master's,2,female,103456,5,4,Help Desk,1,Single,6,Yes,47,12,4,6,9,8
1157,60,No,Travel Rarely,Data Science,17,Master's,3,female,40993,2,7,Technician,,Single,3,Yes,82,5,3,3,7,0
8277,40,No,No Travel,Network Administration,37,Degree,3,MALE,190441,3,2,Developer,5,Single,8,Yes,79,2,4,8,10,3
7083,34,No,Travel Rarely,Cyber Security,41,Degree,4,male,34421,4,2,Technician,1,Divorced,9,Yes,53,16,3,6,5,6
2536,26,Yes,Travel Frequently,Software Development,38,PhD,1,MALE,75314,1,6,IT,3,Single,4,Yes,11,17,1,7,1,8
3468,35,No,Travel Frequently,Software Development,26,Degree,4,FEMALE,84140,3,7,QA Analyst,4,Single,2,Yes,24,3,2,5,8,4
7552,33,No,Travel Frequently,Software Development,33,Master's,3,MALE,106514,2,4,Consultant,3,Single,9,No,79,4,3,7,6,8
2987,41,Yes,Travel Rarely,IT Services,38,Graduation,1,female,77123,2,8,IT,3,Married,6,No,27,1,2,0,8,2
1344,46,No,Travel Rarely,Network Administration,6,Graduation,3,MALE,59718,2,8,Support,4,Single,1,No,59,15,5,8,4,6
1006,54,No,Travel Rarely,Software Development,9,PhD,4,MALE,166073,2,4,Support,5,Single,0,No,31,20,4,1,3,3
3938,18,No,No Travel,Network Administration,33,Degree,2,male,50815,3,4,Manager,1,Married,2,Yes,99,8,5,6,7,3
5271,63,No,Travel Rarely,IT Services,32,Master's,5,male,160505,3,5,Manager,5,Married,2,No,90,10,,0,10,5
4478,23,No,Travel Rarely,Software Development,13,Degree,1,FEMALE,149524,5,1,Consultant,3,Single,4,No,50,0,4,4,6,3
8138,49,Yes,Travel Frequently,Network Administration,15,PhD,2,male,128642,2,5,Consultant,4,Married,0,Yes,75,7,1,8,10,8
1484,46,No,No Travel,Data Science,35,Degree,1,female,154535,3,4,QA Analyst,3,Married,4,Yes,20,15,5,10,1,4
3288,54,No,Travel Rarely,Network Administration,42,Graduation,2,female,,4,4,Support,1,Single,4,No,55,9,1,10,2,1
5670,49,No,Travel Frequently,Network Administration,41,Graduation,5,female,138955,4,2,Consultant,1,Divorced,5,No,75,15,2,0,1,7
405,61,No,Travel Rarely,Software Development,2,Degree,5,male,196081,4,5,Manager,2,Married,2,No,96,8,4,9,5,4
8994,39,No,No Travel,Cyber Security,23,Degree,1,MALE,120003,4,1,Support,3,Divorced,10,Yes,29,7,4,9,0,4
3969,47,No,Travel Rarely,Software Development,15,Master's,3,FEMALE,94565,2,3,Software Engineer,3,Single,4,No,91,3,4,3,2,6
5746,34,Yes,Travel Rarely,Data Science,37,Degree,5,MALE,167615,1,7,Software Engineer,1,Single,8,No,92,18,3,2,8,5
6885,33,No,Travel Rarely,Network Administration,43,Graduation,5,MALE,175287,4,5,Manager,2,Single,3,No,6,0,1,10,7,8
2997,57,No,Travel Rarely,Cyber Security,20,Graduation,2,male,60725,3,1,Help Desk,5,Divorced,3,Yes,16,2,2,0,3,7
8420,42,Yes,Travel Rarely,Data Science,26,Graduation,5,MALE,37350,5,2,Help Desk,,Divorced,3,No,94,5,5,1,6,4
8079,47,No,Travel Rarely,Network Administration,20,Degree,4,female,148465,2,7,Developer,3,Divorced,8,No,1,18,3,6,1,5
7189,31,No,No Travel,Network Administration,6,PhD,3,FEMALE,,4,5,Developer,2,Single,8,No,77,13,1,2,3,8
8692,43,No,Travel Rarely,IT Services,21,Graduation,3,female,84143,3,2,Consultant,1,Married,1,No,92,7,5,8,3,1
1429,24,No,Travel Frequently,Network Administration,17,Graduation,1,female,184022,1,7,Business Analyst,3,Married,4,No,40,5,4,9,3,6
6526,23,No,No Travel,Software Development,38,PhD,5,female,187312,4,5,Manager,3,Divorced,5,Yes,48,14,3,8,4,3
9339,47,No,Travel Rarely,Network Administration,49,Degree,3,male,37992,5,3,Software Engineer,4,Married,9,No,1,6,4,6,4,2
2823,22,No,Travel Frequently,Data Science,49,Graduation,5,MALE,88042,3,3,QA Analyst,4,Single,9,Yes,49,11,4,0,1,0
6130,61,Yes,Travel Rarely,Cyber Security,9,Graduation,3,male,66521,1,2,Consultant,1,Single,5,No,6,13,1,9,10,6
7877,35,No,No Travel,Cyber Security,34,Graduation,2,FEMALE,117410,3,5,Support,1,Married,2,No,24,14,5,8,2,6
5098,62,Yes,No Travel,Software Development,9,Degree,3,female,32920,1,6,Software Engineer,1,Married,7,No,21,10,1,6,3,6
7524,38,Yes,Travel Frequently,Cyber Security,50,Degree,5,FEMALE,62921,3,1,Developer,1,Married,8,Yes,40,16,2,6,4,1
1635,31,No,Travel Frequently,IT Services,37,Graduation,2,FEMALE,100888,5,8,Software Engineer,4,Single,2,No,97,1,2,6,8,0
690,37,No,Travel Rarely,Data Science,19,Below College,4,MALE,37115,5,8,Software Engineer,4,Married,5,Yes,99,6,3,4,5,6
2181,48,No,Travel Rarely,Data Science,20,Graduation,2,FEMALE,36157,4,1,Developer,4,Married,8,No,60,19,5,10,3,5
1711,28,No,No Travel,Data Science,30,Degree,1,FEMALE,58393,1,5,QA Analyst,1,Single,2,No,15,19,5,6,7,6
1169,45,No,Travel Frequently,IT Services,34,Master's,4,male,120853,3,4,Developer,4,Married,5,Yes,49,18,3,5,4,8
3308,29,No,Travel Rarely,Network Administration,5,Graduation,1,male,193162,5,4,IT,5,Married,6,No,49,2,4,9,4,5
5654,32,No,Travel Frequently,Network Administration,42,PhD,5,FEMALE,150994,4,3,Software Engineer,3,Single,1,No,96,4,3,2,8,7
9664,54,Yes,Travel Rarely,Network Administration,42,Graduation,1,FEMALE,173652,3,7,Business Analyst,4,Married,2,No,68,18,3,4,1,7
3244,41,Yes,Travel Frequently,Cyber Security,15,Graduation,1,male,124112,4,6,Manager,1,Single,6,No,67,18,5,8,8,6
